wav_path,text,emb_id,mel_dirs,durations
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/reconhecimento/wav16/reconhecimento0165.wav,nÃ£o consigo compreender o que vocÃª disse .,1,./fbank_rosana_clipnorm/train/0/reconhecimento0165.npy,2.4955
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0102.wav,giselle campos cÃ¢mara .,1,./fbank_rosana_clipnorm/train/0/nomes0102.npy,1.82125
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/meteorologia/wav16/meteorologia0017.wav,"chuva forte com trovoadas e baixa pressÃ£o atmosfÃ©rica , com mÃ­nima de zero grau , e mÃ¡xima de trinta graus .",1,ERROR_LIMITED_SIZE_ABOVE,6.7735
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/blindex/wav16/blindex0027.wav,servidros lavras .,1,./fbank_rosana_clipnorm/train/0/blindex0027.npy,1.4105
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1018.wav,os convidados do torneio para os clientes da rede .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1018.npy,3.21625
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/riqueza_fonetica/wav16/riqueza_fonetica0315.wav,essa biblioteca nÃ£o chega nem aos pÃ©s da que eu visitei .,1,./fbank_rosana_clipnorm/train/0/riqueza_fonetica0315.npy,2.914
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0757.wav,"viela martim calmon ponte ,",1,./fbank_rosana_clipnorm/train/0/enderecos0757.npy,2.31725
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/complemento/wav16/complemento0043.wav,a chance Ã© da inglaterra ganhar no saldo de gols .,1,./fbank_rosana_clipnorm/train/0/complemento0043.npy,2.9915
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas1200.wav,"apartamento , chorando , quem , quem .",1,./fbank_rosana_clipnorm/train/0/genericas1200.npy,3.72
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1459.wav,a dupla venceu o tÃ­tulo da uniÃ£o europeia .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1459.npy,2.945
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/riqueza_fonetica/wav16/riqueza_fonetica0253.wav,"para responder a essa pergunta , preciso de apenas um minuto .",1,./fbank_rosana_clipnorm/train/0/riqueza_fonetica0253.npy,3.27825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/complemento/wav16/complemento0502.wav,"os que tiveram lugar , ganharam pontos .",1,./fbank_rosana_clipnorm/train/0/complemento0502.npy,2.61175
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1349.wav,"no oriente mÃ©dio , podem ser mortos e sofrer ocultaÃ§Ã£o de cadÃ¡ver .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1349.npy,4.712
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/pg/wav16/pg0031.wav,favor desconsiderar se jÃ¡ pagou .,1,./fbank_rosana_clipnorm/train/0/pg0031.npy,2.139
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/informatica/wav16/informatica0048.wav,excluir .,1,./fbank_rosana_clipnorm/train/0/informatica0048.npy,0.713
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/pame/wav16/pame0699.wav,mÃ©dico ?,1,./fbank_rosana_clipnorm/train/0/pame0699.npy,0.7285
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos1535.wav,conselheiro lafaiete .,1,./fbank_rosana_clipnorm/train/0/enderecos1535.npy,1.52675
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0324.wav,"portanto , hoje , ainda , que .",1,./fbank_rosana_clipnorm/train/0/genericas0324.npy,4.03
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias_antigo/wav16/quantias_antigo0188.wav,trinta mil reais .,1,./fbank_rosana_clipnorm/train/0/quantias_antigo0188.npy,1.17025
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/saipher/wav16/saipher0020.wav,frequÃªncia de saÃ­da : uno meia dois decimal sete uno .,1,./fbank_rosana_clipnorm/train/0/saipher0020.npy,4.743
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/neutro/wav16/neutro0070.wav,e agora .,1,./fbank_rosana_clipnorm/train/0/neutro0070.npy,0.81375
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos2105.wav,lanchonete mcdonalds .,1,./fbank_rosana_clipnorm/train/0/enderecos2105.npy,1.4725
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/ritmo_acelerado/wav16/ritmo_acelerado0053.wav,kÃ¡ pÃª Ãªni Ã©li tÃª Ã©fi ?,1,./fbank_rosana_clipnorm/train/0/ritmo_acelerado0053.npy,1.5035
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0274.wav,andrÃ© rodrigues nogueira de boni .,1,./fbank_rosana_clipnorm/train/0/nomes0274.npy,2.17775
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/textofala/wav16/textofala0035.wav,disponÃ­vel como aplicativo desktop <pa/> ou como biblioteca estÃ¡tica ou dinÃ¢mica .,1,./fbank_rosana_clipnorm/train/0/textofala0035.npy,5.1925
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/telemar/wav16/telemar0256.wav,posto serviÃ§o empresa .,1,./fbank_rosana_clipnorm/train/0/telemar0256.npy,1.5345
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/vipsign/wav16/vipsign0011.wav,"senha incorreta , por favor , digite novamente .",1,./fbank_rosana_clipnorm/train/0/vipsign0011.npy,3.3945
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0529.wav,o inquÃ©rito concluiu que o tenente chefiava os seqÃ¼estradores .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0529.npy,3.937
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/riqueza_fonetica/wav16/riqueza_fonetica0337.wav,ninguÃ©m ganhou o prÃªmio do Ãºltimo sorteio que ficou acumulado .,1,./fbank_rosana_clipnorm/train/0/riqueza_fonetica0337.npy,3.27825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/telemar/wav16/telemar0081.wav,contato : nÃ£o tem .,1,./fbank_rosana_clipnorm/train/0/telemar0081.npy,1.54225
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0477.wav,lÃ­via carla almeida botelho .,1,./fbank_rosana_clipnorm/train/0/nomes0477.npy,2.08475
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos2226.wav,confecÃ§Ã£o ipiranga .,1,./fbank_rosana_clipnorm/train/0/enderecos2226.npy,1.302
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/coelba/wav16/coelba0077.wav,"se o que vocÃª quer <pa/> Ã© solicitar religaÃ§Ã£o <pa/> ou ligaÃ§Ã£o nova , digite cinco .",1,./fbank_rosana_clipnorm/train/0/coelba0077.npy,5.57225
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/fraseologia_bdn/wav16/fraseologia_bdn0225.wav,"por favor , introduza novamente o cartÃ£o no canto superior direito com a numeraÃ§Ã£o para cima , atÃ© o final , e mantenha o na leitora .",1,ERROR_LIMITED_SIZE_ABOVE,9.05975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1214.wav,"assemblÃ©ia geral da onu , em Ãºltima anÃ¡lise , com urgÃªncia de tomar uma decisÃ£o .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1214.npy,5.5645
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas1527.wav,festa ?,1,./fbank_rosana_clipnorm/train/0/genericas1527.npy,0.6045
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0670.wav,"hoje na rocinha , boletim sobre os escombros .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0670.npy,2.9295
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/fraseologia_bdn/wav16/fraseologia_bdn0290.wav,saldo : dez reais .,1,./fbank_rosana_clipnorm/train/0/fraseologia_bdn0290.npy,1.767
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias/wav16/quantias0094.wav,sete mil e seis reais .,1,./fbank_rosana_clipnorm/train/0/quantias0094.npy,1.705
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0964.wav,"geraldo Ã¡lckmin , sobretudo , pede contra tomar um gol no morumbi .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0964.npy,4.79725
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/horas/wav16/horas0074.wav,"seis horas , e oito minutos .",1,./fbank_rosana_clipnorm/train/0/horas0074.npy,2.0305
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0130.wav,siga o alvo a caminho do que for melhor .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0130.npy,2.48
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0905.wav,"cirurgias redutoras , Ã© Ã³bvio , tÃªm caracterÃ­stica sÃ©ptica e hermÃ©tica .",1,./fbank_rosana_clipnorm/train/0/genericas0905.npy,5.5955
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas1572.wav,primeira ?,1,./fbank_rosana_clipnorm/train/0/genericas1572.npy,0.70525
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1315.wav,e os juros elevados acabam aumentando a inadimplÃªncia .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1315.npy,3.782
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0247.wav,"em todo caso , Ã© certo , bÃª Ã©rri , Ã© verdade .",1,./fbank_rosana_clipnorm/train/0/genericas0247.npy,4.76625
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/abn/wav16/abn0149.wav,senha nova igual a senha anterior .,1,./fbank_rosana_clipnorm/train/0/abn0149.npy,2.59625
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/demo_va_bb/wav16/demo_va_bb0014.wav,quais sÃ£o os trÃªs primeiros nÃºmeros do seu cÃª pÃª Ã©fi ?,1,./fbank_rosana_clipnorm/train/0/demo_va_bb0014.npy,2.79775
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos1188.wav,bom jesus .,1,./fbank_rosana_clipnorm/train/0/enderecos1188.npy,0.79825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/reconhecimento/wav16/reconhecimento0225.wav,aguarde um momento .,1,./fbank_rosana_clipnorm/train/0/reconhecimento0225.npy,1.364
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/nomes/wav16/nomes0606.wav,lidiane thomaz medina campelo lemes .,1,./fbank_rosana_clipnorm/train/0/nomes0606.npy,2.85975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/eletropaulo/wav16/eletropaulo0091.wav,"bispo , cacique , cacique .",1,./fbank_rosana_clipnorm/train/0/eletropaulo0091.npy,2.65825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/pg/wav16/pg0036.wav,"se jÃ¡ pagou este boleto , esqueÃ§a esta mensagem .",1,./fbank_rosana_clipnorm/train/0/pg0036.npy,3.069
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/interrogativas/wav16/interrogativas0014.wav,quantos vocÃªs queriam matar ?,1,./fbank_rosana_clipnorm/train/0/interrogativas0014.npy,1.4725
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/pame/wav16/pame0637.wav,timbÃ³ do rÃºssel .,1,./fbank_rosana_clipnorm/train/0/pame0637.npy,1.209
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0710.wav,"estrada lourenÃ§o hÃ©lio osvaldo ,",1,./fbank_rosana_clipnorm/train/0/enderecos0710.npy,2.13125
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/complemento/wav16/complemento0382.wav,"eles tÃªm a agenda do parque , em ambos os lados .",1,./fbank_rosana_clipnorm/train/0/complemento0382.npy,3.15425
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/siglas/wav16/siglas0252.wav,"bÃª pÃª Ãªni , Ã³ xÃ­s vÃª .",1,./fbank_rosana_clipnorm/train/0/siglas0252.npy,2.14675
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0617.wav,rodovia joÃ£o bebe Ã¡gua .,1,./fbank_rosana_clipnorm/train/0/enderecos0617.npy,1.77475
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0146.wav,"no shopping de natal , a dupla comprou com muitos benefÃ­cios .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0146.npy,3.89825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0680.wav,"irÃ£o juntos ao carro , pelas faixas de Ã´nibus .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0680.npy,3.1465
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/siglas/wav16/siglas0183.wav,"Ã¡ xÃ­s bÃª , Ã©fi cÃª jÃ³ta .",1,./fbank_rosana_clipnorm/train/0/siglas0183.npy,2.56525
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias/wav16/quantias0261.wav,menos mil reais .,1,./fbank_rosana_clipnorm/train/0/quantias0261.npy,1.426
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/textofala/wav16/textofala0025.wav,"as ordens de serviÃ§o Ã³ Ã©sses , sÃ£o convertidas em voz por meio do cÃª pÃª quÃª dÃª texto fala <pa/> e depositadas em caixas postais de voz .",1,ERROR_LIMITED_SIZE_ABOVE,7.8585
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/cef/wav16/cef0104.wav,saldo de poupanÃ§a por data limite .,1,./fbank_rosana_clipnorm/train/0/cef0104.npy,2.45675
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/ritmo_lento/wav16/ritmo_lento0038.wav,"zero trÃªs hum , meia hum meia cinco , hum cinco hum oito .",1,./fbank_rosana_clipnorm/train/0/ritmo_lento0038.npy,5.4405
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/emocao/wav16/emocao0086.wav,como estÃ¡ ?,1,./fbank_rosana_clipnorm/train/0/emocao0086.npy,0.7905
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas1364.wav,baixo ?,1,./fbank_rosana_clipnorm/train/0/genericas1364.npy,0.67425
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/pame/wav16/pame0258.wav,"reumatologia , ressonÃ¢ncia magnÃ©tica .",1,./fbank_rosana_clipnorm/train/0/pame0258.npy,2.6815
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/bradesco/wav16/bradesco0062.wav,menu de operaÃ§Ãµes .,1,./fbank_rosana_clipnorm/train/0/bradesco0062.npy,1.30975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/ritmo_acelerado/wav16/ritmo_acelerado0099.wav,por causa de uma falha nos instrumentos o aviÃ£o chocou se contra uma rocha .,1,./fbank_rosana_clipnorm/train/0/ritmo_acelerado0099.npy,3.255
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0104.wav,"fora os padrÃµes que tentaram diminuir a produÃ§Ã£o elÃ©trica mÃ©dia , todos os outros entraram .",1,./fbank_rosana_clipnorm/train/0/genericas0104.npy,4.65775
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0334.wav,o Ãºltimo sorteio que ficou acumulado .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0334.npy,2.47225
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0178.wav,"travessa vista alegre , casa cento e nove .",1,./fbank_rosana_clipnorm/train/0/enderecos0178.npy,3.01475
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/digitos/wav16/digitos0073.wav,"dois hum zero quatro , dois nove zero zero .",1,./fbank_rosana_clipnorm/train/0/digitos0073.npy,3.2085
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos0603.wav,rodovia Ã­ndio tibiriÃ§Ã¡ .,1,./fbank_rosana_clipnorm/train/0/enderecos0603.npy,1.77475
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1112.wav,andrÃ© evitou comentar suas falhas durante a atual crise bancÃ¡ria .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1112.npy,4.278
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/siglas/wav16/siglas0246.wav,"pÃª Ã´ Ãª , Ã³ Ã­ vÃª .",1,./fbank_rosana_clipnorm/train/0/siglas0246.npy,1.91425
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/telemar/wav16/telemar0015.wav,eventual permanente ( datafone .,1,./fbank_rosana_clipnorm/train/0/telemar0015.npy,2.542
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas1320.wav,mal chegou e jÃ¡ fala em viajar novamente .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas1320.npy,2.8675
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias/wav16/quantias0025.wav,cinco mil reais .,1,./fbank_rosana_clipnorm/train/0/quantias0025.npy,1.38725
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/datas/wav16/datas0002.wav,dia : dois de fevereiro de dois mil e cinco .,1,./fbank_rosana_clipnorm/train/0/datas0002.npy,3.3325
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/eletropaulo/wav16/eletropaulo0023.wav,"para solicitar turma de emergÃªncia <pa/> e finalizar deslocamento , digite meia .",1,./fbank_rosana_clipnorm/train/0/eletropaulo0023.npy,5.053
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0217.wav,indÃºstria da argentina no local .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0217.npy,2.1855
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/alfabetizacao/wav16/alfabetizacao0130.wav,o queijo estÃ¡ comendo .,1,./fbank_rosana_clipnorm/train/0/alfabetizacao0130.npy,1.58875
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/riqueza_fonetica/wav16/riqueza_fonetica0517.wav,quer se reeleger sem conhecer nenhum bairro pobre da cidade .,1,./fbank_rosana_clipnorm/train/0/riqueza_fonetica0517.npy,3.5495
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/emocao/wav16/emocao0034.wav,adeus !,1,./fbank_rosana_clipnorm/train/0/emocao0034.npy,0.651
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0945.wav,"circunvizinhanÃ§a , heterodoxo , heterossexual , pseudo esfera .",1,./fbank_rosana_clipnorm/train/0/genericas0945.npy,5.38625
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/complemento/wav16/complemento0335.wav,os smartphonis Ã©li gÃª tÃªm tecnologia de ponta .,1,./fbank_rosana_clipnorm/train/0/complemento0335.npy,3.224
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias_antigo/wav16/quantias_antigo0063.wav,cem reais .,1,./fbank_rosana_clipnorm/train/0/quantias_antigo0063.npy,0.8215
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/ritmo_lento/wav16/ritmo_lento0064.wav,digite os seis dÃ­gitos de sua senha .,1,./fbank_rosana_clipnorm/train/0/ritmo_lento0064.npy,3.12325
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/tecban/wav16/tecban0084.wav,transaÃ§Ã£o nÃ£o realizada por demora na inserÃ§Ã£o do cartÃ£o .,1,./fbank_rosana_clipnorm/train/0/tecban0084.npy,3.58825
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0835.wav,"pela manhÃ£ , proteÃ§Ã£o aos argentinos .",1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0835.npy,2.8675
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos2241.wav,lava-rÃ¡pido bayer .,1,./fbank_rosana_clipnorm/train/0/enderecos2241.npy,1.2245
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0483.wav,esse nÃ£o Ã© o nosso lugar .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0483.npy,1.71275
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias/wav16/quantias0206.wav,"quarenta reais , e quarenta centavos .",1,./fbank_rosana_clipnorm/train/0/quantias0206.npy,2.54975
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos1834.wav,jardim pacaembu .,1,./fbank_rosana_clipnorm/train/0/enderecos1834.npy,1.24775
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/enderecos/wav16/enderecos1990.wav,encruzilhada .,1,./fbank_rosana_clipnorm/train/0/enderecos1990.npy,1.0385
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/judiciario_rj/wav16/judiciario_rj0220.wav,reformada a sentenÃ§a .,1,./fbank_rosana_clipnorm/train/0/judiciario_rj0220.npy,1.75925
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/saudacoes/wav16/saudacoes0055.wav,jÃ¡ vou indo .,1,./fbank_rosana_clipnorm/train/0/saudacoes0055.npy,1.0075
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas1226.wav,"cursos , virou , virou .",1,./fbank_rosana_clipnorm/train/0/genericas1226.npy,2.2165
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/textofala/wav16/textofala0012.wav,"transforma o texto em um fluxo de palavras e sÃ­mbolos de pontuaÃ§Ã£o . traduz nÃºmeros , sÃ­mbolos especiais , abreviaÃ§Ãµes , etcÃ©tera , em palavras .",1,ERROR_LIMITED_SIZE_ABOVE,9.60225
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/vozoss/wav16/vozoss0258.wav,Ã¡ tÃª lÃ³gico :,1,./fbank_rosana_clipnorm/train/0/vozoss0258.npy,1.03075
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/genericas/wav16/genericas0027.wav,"isto Ã© o prÃ³prio objetivo do sistema mais real , que Ã© natural .",1,./fbank_rosana_clipnorm/train/0/genericas0027.npy,3.41
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/judiciario_rj/wav16/judiciario_rj0063.wav,artigo trezentos e sessenta e seis do cÃª pÃª pÃª .,1,./fbank_rosana_clipnorm/train/0/judiciario_rj0063.npy,3.29375
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/habibs/wav16/habibs0031.wav,escolha uma opÃ§Ã£o entre : esfihas .,1,./fbank_rosana_clipnorm/train/0/habibs0031.npy,2.72025
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/neutro/wav16/neutro0078.wav,sim .,1,./fbank_rosana_clipnorm/train/0/neutro0078.npy,0.44175
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/demo_va_sbo/wav16/demo_va_sbo0063.wav,teatro .,1,./fbank_rosana_clipnorm/train/0/demo_va_sbo0063.npy,0.70525
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/quantias_antigo/wav16/quantias_antigo0084.wav,"quatrocentos e quarenta e nove reais , e oitenta e cinco centavos .",1,./fbank_rosana_clipnorm/train/0/quantias_antigo0084.npy,4.0765
/l/disk1/awstebas/data/TTS/vozes_sync/Rosana/9.1/rf_selecionadas/wav16/rf_selecionadas0525.wav,siga o twÃ­tter pelo facebook .,1,./fbank_rosana_clipnorm/train/0/rf_selecionadas0525.npy,2.08475
